x_0,x_1,x_2
-4.600000,2.300000,12.482504
-4.600000,2.400000,12.670954
-4.600000,2.500000,12.775129
-4.600000,2.600000,12.799750
-4.600000,2.700000,12.739913
-4.600000,2.800000,12.600894
-4.600000,2.900000,12.448991
-4.600000,3.000000,12.419285
-4.600000,3.100000,12.591091
-4.600000,3.200000,12.884928
-4.600000,3.300000,13.165544
-4.600000,3.400000,13.366477
-4.600000,3.500000,13.482285
-4.600000,3.600000,13.517704
-4.600000,3.700000,13.467852
-4.600000,3.800000,13.338026
-4.600000,3.900000,13.194545
-4.600000,4.000000,13.172514
-4.600000,4.100000,13.351271
-4.600000,4.200000,13.651357
-4.600000,4.300000,13.937546
-4.600000,4.400000,14.143400
-4.600000,4.500000,14.263499
-4.600000,4.600000,14.302605
-4.600000,4.700000,14.255861
-4.600000,4.800000,14.128586
-4.600000,4.900000,13.987123
-4.500000,-5.000000,13.993625
-4.500000,-4.900000,14.003442
-4.500000,-4.800000,14.123152
-4.500000,-4.700000,14.229936
-4.500000,-4.600000,14.263499
-4.500000,-4.500000,14.219009
-4.500000,-4.400000,14.100887
-4.500000,-4.300000,13.904811
-4.500000,-4.200000,13.635710
-4.500000,-4.100000,13.353979
-4.500000,-4.000000,13.182534
-4.500000,-3.900000,13.193604
-4.500000,-3.800000,13.315083
-4.500000,-3.700000,13.424178
-4.500000,-3.600000,13.460619
-4.500000,-3.500000,13.419598
-4.500000,-3.400000,13.305561
-4.500000,-3.300000,13.114213
-4.500000,-3.200000,12.850509
-4.500000,-3.100000,12.574868
-4.500000,-3.000000,12.410234
-4.500000,-2.900000,12.428861
-4.500000,-2.800000,12.558667
-4.500000,-2.700000,12.676886
-4.500000,-2.600000,12.723269
-4.500000,-2.500000,12.693033
-4.500000,-2.400000,12.590647
-4.500000,-2.300000,12.411833
-4.500000,-2.200000,12.161568
-4.500000,-2.100000,11.900288
-4.500000,-2.000000,11.750951
-4.500000,-1.900000,11.785823
-4.500000,-1.800000,11.932834
-4.500000,-1.700000,12.069224
-4.500000,-1.600000,12.134748
-4.500000,-1.500000,12.124623
-4.500000,-1.400000,12.043316
-4.500000,-1.300000,11.886541
-4.500000,-1.200000,11.659263
-4.500000,-1.100000,11.421902
-4.500000,-1.000000,11.297396
-4.500000,-0.900000,11.357986
-4.500000,-0.800000,11.531572
-4.500000,-0.700000,11.695357
-4.500000,-0.600000,11.789058
-4.500000,-0.500000,11.807848
-4.500000,-0.400000,11.756142
-4.500000,-0.300000,11.629602
-4.500000,-0.200000,11.433133
-4.500000,-0.100000,11.227095
-4.500000,-0.000000,11.134359
-4.500000,0.100000,11.227095
-4.500000,0.200000,11.433133
-4.500000,0.300000,11.629602
-4.500000,0.400000,11.756142
-4.500000,0.500000,11.807848
-4.500000,0.600000,11.789058
-4.500000,0.700000,11.695357
-4.500000,0.800000,11.531572
-4.500000,0.900000,11.357986
-4.500000,1.000000,11.297396
-4.500000,1.100000,11.421902
-4.500000,1.200000,11.659263
-4.500000,1.300000,11.886541
-4.500000,1.400000,12.043316
-4.500000,1.500000,12.124623
-4.500000,1.600000,12.134748
-4.500000,1.700000,12.069224
-4.500000,1.800000,11.932834
-4.500000,1.900000,11.785823
-4.500000,2.000000,11.750951
-4.500000,2.100000,11.900288
-4.500000,2.200000,12.161568
-4.500000,2.300000,12.411833
-4.500000,2.400000,12.590647
-4.500000,2.500000,12.693033
-4.500000,2.600000,12.723269
-4.500000,2.700000,12.676886
-4.500000,2.800000,12.558667
-4.500000,2.900000,12.428861
-4.500000,3.000000,12.410234
-4.500000,3.100000,12.574868
-4.500000,3.200000,12.850509
-4.500000,3.300000,13.114213
-4.500000,3.400000,13.305561
-4.500000,3.500000,13.419598
-4.500000,3.600000,13.460619
-4.500000,3.700000,13.424178
-4.500000,3.800000,13.315083
-4.500000,3.900000,13.193604
-4.500000,4.000000,13.182534
-4.500000,4.100000,13.353979
-4.500000,4.200000,13.635710
-4.500000,4.300000,13.904811
-4.500000,4.400000,14.100887
-4.500000,4.500000,14.219009
-4.500000,4.600000,14.263499
-4.500000,4.700000,14.229936
-4.500000,4.800000,14.123152
-4.500000,4.900000,14.003442
-4.400000,-5.000000,13.820456
-4.400000,-4.900000,13.837799
-4.400000,-4.800000,13.976025
-4.400000,-4.700000,14.100005
-4.400000,-4.600000,14.143400
-4.400000,-4.500000,14.100887
-4.400000,-4.400000,13.977328
-4.400000,-4.300000,13.767962
-4.400000,-4.200000,13.478207
-4.400000,-4.100000,13.174506
-4.400000,-4.000000,12.992086
-4.400000,-3.900000,13.010408
-4.400000,-3.800000,13.150137
-4.400000,-3.700000,13.276170
-4.400000,-3.600000,13.322192
-4.400000,-3.500000,13.282910
-4.400000,-3.400000,13.163210
-4.400000,-3.300000,12.958359
-4.400000,-3.200000,12.673804
-4.400000,-3.100000,12.376014
-4.400000,-3.000000,12.200245
-4.400000,-2.900000,12.225985
-4.400000,-2.800000,12.373925
-4.400000,-2.700000,12.508991
-4.400000,-2.600000,12.564894
-4.400000,-2.500000,12.536364
-4.400000,-2.400000,12.428314
-4.400000,-2.300000,12.236032
-4.400000,-2.200000,11.964988
-4.400000,-2.100000,11.681669
-4.400000,-2.000000,11.521349
-4.400000,-1.900000,11.563530
-4.400000,-1.800000,11.728918
-4.400000,-1.700000,11.882445
-4.400000,-1.600000,11.957828
-4.400000,-1.500000,11.949802
-4.400000,-1.400000,11.863275
-4.400000,-1.300000,11.693531
-4.400000,-1.200000,11.446027
-4.400000,-1.100000,11.187237
-4.400000,-1.000000,11.052413
-4.400000,-0.900000,11.121032
-4.400000,-0.800000,11.313769
-4.400000,-0.700000,11.495520
-4.400000,-0.600000,11.599961
-4.400000,-0.500000,11.621779
-4.400000,-0.400000,11.565830
-4.400000,-0.300000,11.427342
-4.400000,-0.200000,11.211710
-4.400000,-0.100000,10.985341
-4.400000,-0.000000,10.883416
-4.400000,0.100000,10.985341
-4.400000,0.200000,11.211710
-4.400000,0.300000,11.427342
-4.400000,0.400000,11.565830
-4.400000,0.500000,11.621779
-4.400000,0.600000,11.599961
-4.400000,0.700000,11.495520
-4.400000,0.800000,11.313769
-4.400000,0.900000,11.121032
-4.400000,1.000000,11.052413
-4.400000,1.100000,11.187237
-4.400000,1.200000,11.446027
-4.400000,1.300000,11.693531
-4.400000,1.400000,11.863275
-4.400000,1.500000,11.949802
-4.400000,1.600000,11.957828
-4.400000,1.700000,11.882445
-4.400000,1.800000,11.728918
-4.400000,1.900000,11.563530
-4.400000,2.000000,11.521349
-4.400000,2.100000,11.681669
-4.400000,2.200000,11.964988
-4.400000,2.300000,12.236032
-4.400000,2.400000,12.428314
-4.400000,2.500000,12.536364
-4.400000,2.600000,12.564894
-4.400000,2.700000,12.508991
-4.400000,2.800000,12.373925
-4.400000,2.900000,12.225985
-4.400000,3.000000,12.200245
-4.400000,3.100000,12.376014
-4.400000,3.200000,12.673804
-4.400000,3.300000,12.958359
-4.400000,3.400000,13.163210
-4.400000,3.500000,13.282910
-4.400000,3.600000,13.322192
-4.400000,3.700000,13.276170
-4.400000,3.800000,13.150137
-4.400000,3.900000,13.010408
-4.400000,4.000000,12.992086
-4.400000,4.100000,13.174506
-4.400000,4.200000,13.478207
-4.400000,4.300000,13.767962
-4.400000,4.400000,13.977328
-4.400000,4.500000,14.100887
-4.400000,4.600000,14.143400
-4.400000,4.700000,14.100005
-4.400000,4.800000,13.976025
-4.400000,4.900000,13.837799
-4.300000,-5.000000,13.435255
-4.300000,-4.900000,13.479438
-4.300000,-4.800000,13.678840
-4.300000,-4.700000,13.859941
-4.300000,-4.600000,13.937546
-4.300000,-4.500000,13.904811
-4.300000,-4.400000,13.767962
-4.300000,-4.300000,13.520872
-4.300000,-4.200000,13.170486
-4.300000,-4.100000,12.802101
-4.300000,-4.000000,12.589337
-4.300000,-3.900000,12.634208
-4.300000,-3.800000,12.834827
-4.300000,-3.700000,13.017703
-4.300000,-3.600000,13.097666
-4.300000,-3.500000,13.067902
-4.300000,-3.400000,12.934664
-4.300000,-3.300000,12.691856
-4.300000,-3.200000,12.346450
-4.300000,-3.100000,11.983775
-4.300000,-3.000000,11.777479
-4.300000,-2.900000,11.829606
-4.300000,-2.800000,12.038299
-4.300000,-2.700000,12.230095
-4.300000,-2.600000,12.319854
-4.300000,-2.500000,12.300789
-4.300000,-2.400000,12.179180
-4.300000,-2.300000,11.948956
-4.300000,-2.200000,11.617114
-4.300000,-2.100000,11.269004
-4.300000,-2.000000,11.078294
-4.300000,-1.900000,11.147045
-4.300000,-1.800000,11.373417
-4.300000,-1.700000,11.583956
-4.300000,-1.600000,11.693531
-4.300000,-1.500000,11.695357
-4.300000,-1.400000,11.595716
-4.300000,-1.300000,11.388532
-4.300000,-1.200000,11.080792
-4.300000,-1.100000,10.757831
-4.300000,-1.000000,10.593298
-4.300000,-0.900000,10.689227
-4.300000,-0.800000,10.943746
-4.300000,-0.700000,11.183365
-4.300000,-0.600000,11.322910
-4.300000,-0.500000,11.355547
-4.300000,-0.400000,11.287502
-4.300000,-0.300000,11.112640
-4.300000,-0.200000,10.837882
-4.300000,-0.100000,10.548491
-4.300000,-0.000000,10.418042
-4.300000,0.100000,10.548491
-4.300000,0.200000,10.837882
-4.300000,0.300000,11.112640
-4.300000,0.400000,11.287502
-4.300000,0.500000,11.355547
-4.300000,0.600000,11.322910
-4.300000,0.700000,11.183365
-4.300000,0.800000,10.943746
-4.300000,0.900000,10.689227
-4.300000,1.000000,10.593298
-4.300000,1.100000,10.757831
-4.300000,1.200000,11.080792
-4.300000,1.300000,11.388532
-4.300000,1.400000,11.595716
-4.300000,1.500000,11.695357
-4.300000,1.600000,11.693531
-4.300000,1.700000,11.583956
-4.300000,1.800000,11.373417
-4.300000,1.900000,11.147045
-4.300000,2.000000,11.078294
-4.300000,2.100000,11.269004
-4.300000,2.200000,11.617114
-4.300000,2.300000,11.948956
-4.300000,2.400000,12.179180
-4.300000,2.500000,12.300789
-4.300000,2.600000,12.319854
-4.300000,2.700000,12.230095
-4.300000,2.800000,12.038299
-4.300000,2.900000,11.829606
-4.300000,3.000000,11.777479
-4.300000,3.100000,11.983775
-4.300000,3.200000,12.346450
-4.300000,3.300000,12.691856
-4.300000,3.400000,12.934664
-4.300000,3.500000,13.067902
-4.300000,3.600000,13.097666
-4.300000,3.700000,13.017703
-4.300000,3.800000,12.834827
-4.300000,3.900000,12.634208
-4.300000,4.000000,12.589337
-4.300000,4.100000,12.802101
-4.300000,4.200000,13.170486
-4.300000,4.300000,13.520872
-4.300000,4.400000,13.767962
-4.300000,4.500000,13.904811
-4.300000,4.600000,13.937546
-4.300000,4.700000,13.859941
-4.300000,4.800000,13.678840
-4.300000,4.900000,13.479438
-4.200000,-5.000000,12.851327
-4.200000,-4.900000,12.940458
-4.200000,-4.800000,13.241032
-4.200000,-4.700000,13.516685
-4.200000,-4.600000,13.651357
-4.200000,-4.500000,13.635710
-4.200000,-4.400000,13.478207
-4.200000,-4.300000,13.170486
-4.200000,-4.200000,12.721986
-4.200000,-4.100000,12.248869
-4.200000,-4.000000,11.987600
-4.200000,-3.900000,12.077108
-4.200000,-3.800000,12.378594
-4.200000,-3.700000,12.655722
-4.200000,-3.600000,12.792462
-4.200000,-3.500000,12.779505
-4.200000,-3.400000,12.625344
-4.200000,-3.300000,12.321648
-4.200000,-3.200000,11.877886
-4.200000,-3.100000,11.410253
-4.200000,-3.000000,11.155245
-4.200000,-2.900000,11.251824
-4.200000,-2.800000,11.561221
-4.200000,-2.700000,11.847134
-4.200000,-2.600000,11.993562
-4.200000,-2.500000,11.991227
-4.200000,-2.400000,11.848652
-4.200000,-2.300000,11.557533
-4.200000,-2.200000,11.127367
-4.200000,-2.100000,10.674374
-4.200000,-2.000000,10.435073
-4.200000,-1.900000,10.548444
-4.200000,-1.800000,10.875737
-4.200000,-1.700000,11.180664
-4.200000,-1.600000,11.347234
-4.200000,-1.500000,11.366175
-4.200000,-1.400000,11.246011
-4.200000,-1.300000,10.978437
-4.200000,-1.200000,10.572941
-4.200000,-1.100000,10.145729
-4.200000,-1.000000,9.933298
-4.200000,-0.900000,10.074606
-4.200000,-0.800000,10.430870
-4.200000,-0.700000,10.765763
-4.200000,-0.600000,10.963248
