x_0,x_1,x_2
-4.900000,-2.000000,3666.675488
-4.900000,-1.900000,3665.594854
-4.900000,-1.800000,3664.778894
-4.900000,-1.700000,3664.175900
-4.900000,-1.600000,3663.741799
-4.900000,-1.500000,3663.439463
-4.900000,-1.400000,3663.237995
-4.900000,-1.300000,3663.112034
-4.900000,-1.200000,3663.041075
-4.900000,-1.100000,3663.008820
-4.900000,-1.000000,3663.002573
-4.900000,-0.900000,3663.012665
-4.900000,-0.800000,3663.031939
-4.900000,-0.700000,3663.055271
-4.900000,-0.600000,3663.079144
-4.900000,-0.500000,3663.101275
-4.900000,-0.400000,3663.120282
-4.900000,-0.300000,3663.135415
-4.900000,-0.200000,3663.146323
-4.900000,-0.100000,3663.152882
-4.900000,-0.000000,3663.155069
-4.900000,0.100000,3663.152882
-4.900000,0.200000,3663.146323
-4.900000,0.300000,3663.135415
-4.900000,0.400000,3663.120283
-4.900000,0.500000,3663.101275
-4.900000,0.600000,3663.079145
-4.900000,0.700000,3663.055272
-4.900000,0.800000,3663.031940
-4.900000,0.900000,3663.012666
-4.900000,1.000000,3663.002574
-4.900000,1.100000,3663.008822
-4.900000,1.200000,3663.041077
-4.900000,1.300000,3663.112036
-4.900000,1.400000,3663.237998
-4.900000,1.500000,3663.439466
-4.900000,1.600000,3663.741802
-4.900000,1.700000,3664.175902
-4.900000,1.800000,3664.778897
-4.900000,1.900000,3665.594857
-4.900000,2.000000,3666.675492
-4.900000,2.100000,3668.080815
-4.900000,2.200000,3669.879746
-4.900000,2.300000,3672.150608
-4.900000,2.400000,3674.981489
-4.900000,2.500000,3678.470395
-4.900000,2.600000,3682.725138
-4.900000,2.700000,3687.862899
-4.900000,2.800000,3694.009370
-4.900000,2.900000,3701.297413
-4.900000,3.000000,3709.865155
-4.900000,3.100000,3719.853460
-4.900000,3.200000,3731.402734
-4.900000,3.300000,3744.649062
-4.900000,3.400000,3759.719715
-4.900000,3.500000,3776.728113
-4.900000,3.600000,3795.768427
-4.900000,3.700000,3816.910038
-4.900000,3.800000,3840.192149
-4.900000,3.900000,3865.618926
-4.900000,4.000000,3893.155523
-4.900000,4.100000,3922.725393
-4.900000,4.200000,3954.209189
-4.900000,4.300000,3987.445528
-4.900000,4.400000,4022.233705
-4.900000,4.500000,4058.338321
-4.900000,4.600000,4095.495630
-4.900000,4.700000,4133.421228
-4.900000,4.800000,4171.818626
-4.900000,4.900000,4210.388158
-4.800000,-5.000000,4214.338487
-4.800000,-4.900000,4171.818569
-4.800000,-4.800000,4128.935372
-4.800000,-4.700000,4086.014461
-4.800000,-4.600000,4043.394580
-4.800000,-4.500000,4001.417972
-4.800000,-4.400000,3960.420003
-4.800000,-4.300000,3920.718726
-4.800000,-4.200000,3882.605054
-4.800000,-4.100000,3846.334195
-4.800000,-4.000000,3812.118869
-4.800000,-3.900000,3780.124687
-4.800000,-3.800000,3750.467860
-4.800000,-3.700000,3723.215222
-4.800000,-3.600000,3698.386351
-4.800000,-3.500000,3675.957456
-4.800000,-3.400000,3655.866582
-4.800000,-3.300000,3638.019686
-4.800000,-3.200000,3622.297111
-4.800000,-3.100000,3608.560077
-4.800000,-3.000000,3596.656846
-4.800000,-2.900000,3586.428336
-4.800000,-2.800000,3577.713022
-4.800000,-2.700000,3570.351053
-4.800000,-2.600000,3564.187556
-4.800000,-2.500000,3559.075181
-4.800000,-2.400000,3554.875930
-4.800000,-2.300000,3551.462378
-4.800000,-2.200000,3548.718358
-4.800000,-2.100000,3546.539218
-4.800000,-2.000000,3544.831733
-4.800000,-1.900000,3543.513758
-4.800000,-1.800000,3542.513676
-4.800000,-1.700000,3541.769728
-4.800000,-1.600000,3541.229236
-4.800000,-1.500000,3540.847797
-4.800000,-1.400000,3540.588443
-4.800000,-1.300000,3540.420818
-4.800000,-1.200000,3540.320368
-4.800000,-1.100000,3540.267574
-4.800000,-1.000000,3540.247219
-4.800000,-0.900000,3540.247716
-4.800000,-0.800000,3540.260477
-4.800000,-0.700000,3540.279354
-4.800000,-0.600000,3540.300121
-4.800000,-0.500000,3540.320029
-4.800000,-0.400000,3540.337413
-4.800000,-0.300000,3540.351364
-4.800000,-0.200000,3540.361454
-4.800000,-0.100000,3540.367528
-4.800000,-0.000000,3540.369552
-4.800000,0.100000,3540.367528
-4.800000,0.200000,3540.361454
-4.800000,0.300000,3540.351365
-4.800000,0.400000,3540.337414
-4.800000,0.500000,3540.320029
-4.800000,0.600000,3540.300121
-4.800000,0.700000,3540.279355
-4.800000,0.800000,3540.260478
-4.800000,0.900000,3540.247717
-4.800000,1.000000,3540.247221
-4.800000,1.100000,3540.267575
-4.800000,1.200000,3540.320370
-4.800000,1.300000,3540.420819
-4.800000,1.400000,3540.588445
-4.800000,1.500000,3540.847799
-4.800000,1.600000,3541.229238
-4.800000,1.700000,3541.769730
-4.800000,1.800000,3542.513679
-4.800000,1.900000,3543.513761
-4.800000,2.000000,3544.831737
-4.800000,2.100000,3546.539222
-4.800000,2.200000,3548.718362
-4.800000,2.300000,3551.462383
-4.800000,2.400000,3554.875935
-4.800000,2.500000,3559.075186
-4.800000,2.600000,3564.187562
-4.800000,2.700000,3570.351059
-4.800000,2.800000,3577.713029
-4.800000,2.900000,3586.428343
-4.800000,3.000000,3596.656854
-4.800000,3.100000,3608.560087
-4.800000,3.200000,3622.297121
-4.800000,3.300000,3638.019697
-4.800000,3.400000,3655.866594
-4.800000,3.500000,3675.957469
-4.800000,3.600000,3698.386366
-4.800000,3.700000,3723.215238
-4.800000,3.800000,3750.467878
-4.800000,3.900000,3780.124706
-4.800000,4.000000,3812.118891
-4.800000,4.100000,3846.334219
-4.800000,4.200000,3882.605081
-4.800000,4.300000,3920.718757
-4.800000,4.400000,3960.420037
-4.800000,4.500000,4001.418010
-4.800000,4.600000,4043.394623
-4.800000,4.700000,4086.014509
-4.800000,4.800000,4128.935426
-4.800000,4.900000,4171.818629
-4.700000,-5.000000,4180.177573
-4.700000,-4.900000,4133.421174
-4.700000,-4.800000,4086.014460
-4.700000,-4.700000,4038.311713
-4.700000,-4.600000,3990.689610
-4.700000,-4.500000,3943.536813
-4.700000,-4.400000,3897.242254
-4.700000,-4.300000,3852.182836
-4.700000,-4.200000,3808.711321
-4.700000,-4.100000,3767.145233
-4.700000,-4.000000,3727.757508
-4.700000,-3.900000,3690.769469
-4.700000,-3.800000,3656.346483
-4.700000,-3.700000,3624.596421
-4.700000,-3.600000,3595.570784
-4.700000,-3.500000,3569.268181
-4.700000,-3.400000,3545.639678
-4.700000,-3.300000,3524.595466
-4.700000,-3.200000,3506.012293
-4.700000,-3.100000,3489.741136
-4.700000,-3.000000,3475.614670
-4.700000,-2.900000,3463.454192
-4.700000,-2.800000,3453.075779
-4.700000,-2.700000,3444.295529
-4.700000,-2.600000,3436.933844
-4.700000,-2.500000,3430.818776
-4.700000,-2.400000,3425.788496
-4.700000,-2.300000,3421.692982
-4.700000,-2.200000,3418.395042
-4.700000,-2.100000,3415.770775
-4.700000,-2.000000,3413.709594
-4.700000,-1.900000,3412.113901
-4.700000,-1.800000,3410.898509
-4.700000,-1.700000,3409.989880
-4.700000,-1.600000,3409.325246
-4.700000,-1.500000,3408.851668
-4.700000,-1.400000,3408.525050
-4.700000,-1.300000,3408.309167
-4.700000,-1.200000,3408.174712
-4.700000,-1.100000,3408.098375
-4.700000,-1.000000,3408.061984
-4.700000,-0.900000,3408.051691
-4.700000,-0.800000,3408.057234
-4.700000,-0.700000,3408.071256
-4.700000,-0.600000,3408.088701
-4.700000,-0.500000,3408.106275
-4.700000,-0.400000,3408.121978
-4.700000,-0.300000,3408.134715
-4.700000,-0.200000,3408.143968
-4.700000,-0.100000,3408.149545
-4.700000,-0.000000,3408.151405
-4.700000,0.100000,3408.149546
-4.700000,0.200000,3408.143968
-4.700000,0.300000,3408.134716
-4.700000,0.400000,3408.121979
-4.700000,0.500000,3408.106275
-4.700000,0.600000,3408.088702
-4.700000,0.700000,3408.071257
-4.700000,0.800000,3408.057235
-4.700000,0.900000,3408.051692
-4.700000,1.000000,3408.061985
-4.700000,1.100000,3408.098377
-4.700000,1.200000,3408.174713
-4.700000,1.300000,3408.309169
-4.700000,1.400000,3408.525052
-4.700000,1.500000,3408.851670
-4.700000,1.600000,3409.325249
-4.700000,1.700000,3409.989882
-4.700000,1.800000,3410.898512
-4.700000,1.900000,3412.113904
-4.700000,2.000000,3413.709597
-4.700000,2.100000,3415.770778
-4.700000,2.200000,3418.395045
-4.700000,2.300000,3421.692986
-4.700000,2.400000,3425.788500
-4.700000,2.500000,3430.818781
-4.700000,2.600000,3436.933849
-4.700000,2.700000,3444.295535
-4.700000,2.800000,3453.075786
-4.700000,2.900000,3463.454199
-4.700000,3.000000,3475.614677
-4.700000,3.100000,3489.741145
-4.700000,3.200000,3506.012302
-4.700000,3.300000,3524.595476
-4.700000,3.400000,3545.639689
-4.700000,3.500000,3569.268194
-4.700000,3.600000,3595.570797
-4.700000,3.700000,3624.596436
-4.700000,3.800000,3656.346500
-4.700000,3.900000,3690.769488
-4.700000,4.000000,3727.757529
-4.700000,4.100000,3767.145256
-4.700000,4.200000,3808.711347
-4.700000,4.300000,3852.182865
-4.700000,4.400000,3897.242287
-4.700000,4.500000,3943.536850
-4.700000,4.600000,3990.689652
-4.700000,4.700000,4038.311759
-4.700000,4.800000,4086.014512
-4.700000,4.900000,4133.421233
-4.600000,-5.000000,4146.613666
-4.600000,-4.900000,4095.495580
-4.600000,-4.800000,4043.394577
-4.600000,-4.700000,3990.689609
-4.600000,-4.600000,3937.792662
-4.600000,-4.500000,3885.137974
-4.600000,-4.400000,3833.169253
-4.600000,-4.300000,3782.325626
-4.600000,-4.200000,3733.027191
-4.600000,-4.100000,3685.661161
-4.600000,-4.000000,3640.569560
-4.600000,-3.900000,3598.039287
-4.600000,-3.800000,3558.295149
-4.600000,-3.700000,3521.496183
-4.600000,-3.600000,3487.735262
-4.600000,-3.500000,3457.041736
-4.600000,-3.400000,3429.386611
-4.600000,-3.300000,3404.689650
-4.600000,-3.200000,3382.827711
-4.600000,-3.100000,3363.643669
-4.600000,-3.000000,3346.955334
-4.600000,-2.900000,3332.563893
-4.600000,-2.800000,3320.261552
-4.600000,-2.700000,3309.838139
-4.600000,-2.600000,3301.086591
-4.600000,-2.500000,3293.807307
-4.600000,-2.400000,3287.811416
-4.600000,-2.300000,3282.923087
-4.600000,-2.200000,3278.980979
-4.600000,-2.100000,3275.838997
-4.600000,-2.000000,3273.366470
-4.600000,-1.900000,3271.447884
-4.600000,-1.800000,3269.982283
-4.600000,-1.700000,3268.882430
-4.600000,-1.600000,3268.073808
-4.600000,-1.500000,3267.493525
-4.600000,-1.400000,3267.089175
-4.600000,-1.300000,3266.817688
-4.600000,-1.200000,3266.644207
-4.600000,-1.100000,3266.541003
-4.600000,-1.000000,3266.486450
-4.600000,-0.900000,3266.464065
-4.600000,-0.800000,3266.461629
-4.600000,-0.700000,3266.470378
-4.600000,-0.600000,3266.484285
-4.600000,-0.500000,3266.499419
-4.600000,-0.400000,3266.513393
-4.600000,-0.300000,3266.524894
-4.600000,-0.200000,3266.533298
-4.600000,-0.100000,3266.538374
-4.600000,-0.000000,3266.540067
-4.600000,0.100000,3266.538374
-4.600000,0.200000,3266.533298
-4.600000,0.300000,3266.524894
-4.600000,0.400000,3266.513394
-4.600000,0.500000,3266.499419
-4.600000,0.600000,3266.484285
-4.600000,0.700000,3266.470379
-4.600000,0.800000,3266.461630
-4.600000,0.900000,3266.464066
-4.600000,1.000000,3266.486451
-4.600000,1.100000,3266.541004
-4.600000,1.200000,3266.644208
-4.600000,1.300000,3266.817689
-4.600000,1.400000,3267.089177
-4.600000,1.500000,3267.493527
-4.600000,1.600000,3268.073810
-4.600000,1.700000,3268.882433
-4.600000,1.800000,3269.982286
-4.600000,1.900000,3271.447887
-4.600000,2.000000,3273.366473
-4.600000,2.100000,3275.839000
-4.600000,2.200000,3278.980982
-4.600000,2.300000,3282.923091
-4.600000,2.400000,3287.811420
-4.600000,2.500000,3293.807311
-4.600000,2.600000,3301.086596
-4.600000,2.700000,3309.838144
-4.600000,2.800000,3320.261558
-4.600000,2.900000,3332.563900
-4.600000,3.000000,3346.955341
-4.600000,3.100000,3363.643677
-4.600000,3.200000,3382.827719
-4.600000,3.300000,3404.689659
-4.600000,3.400000,3429.386621
-4.600000,3.500000,3457.041747
-4.600000,3.600000,3487.735275
-4.600000,3.700000,3521.496197
-4.600000,3.800000,3558.295165
-4.600000,3.900000,3598.039305
-4.600000,4.000000,3640.569580
-4.600000,4.100000,3685.661183
-4.600000,4.200000,3733.027216
-4.600000,4.300000,3782.325654
-4.600000,4.400000,3833.169284
-4.600000,4.500000,3885.138009
-4.600000,4.600000,3937.792702
-4.600000,4.700000,3990.689654
-4.600000,4.800000,4043.394628
-4.600000,4.900000,4095.495638
-4.500000,-5.000000,4113.899442
-4.500000,-4.900000,4058.338275
-4.500000,-4.800000,4001.417967
-4.500000,-4.700000,3943.536810
-4.500000,-4.600000,3885.137972
-4.500000,-4.500000,3826.698803
-4.500000,-4.400000,3768.717365
-4.500000,-4.300000,3711.696877
-4.500000,-4.200000,3656.129012
-4.500000,-4.100000,3602.477161
-4.500000,-4.000000,3551.160857
-4.500000,-3.900000,3502.542452
-4.500000,-3.800000,3456.916933
-4.500000,-3.700000,3414.505463
-4.500000,-3.600000,3375.452848
-4.500000,-3.500000,3339.828802
-4.500000,-3.400000,3307.632537
-4.500000,-3.300000,3278.800025
-4.500000,-3.200000,3253.213125
-4.500000,-3.100000,3230.709760
-4.500000,-3.000000,3211.094403
-4.500000,-2.900000,3194.148245
-4.500000,-2.800000,3179.638546
-4.500000,-2.700000,3167.326875
-4.500000,-2.600000,3156.976044
-4.500000,-2.500000,3148.355705
-4.500000,-2.400000,3141.246620
-4.500000,-2.300000,3135.443750
-4.500000,-2.200000,3130.758276
-4.500000,-2.100000,3127.018731
-4.500000,-2.000000,3124.071409
-4.500000,-1.900000,3121.780194
-4.500000,-1.800000,3120.025962
-4.500000,-1.700000,3118.705666
-4.500000,-1.600000,3117.731213
-4.500000,-1.500000,3117.028207
-4.500000,-1.400000,3116.534624
-4.500000,-1.300000,3116.199474
-4.500000,-1.200000,3115.981474
-4.500000,-1.100000,3115.847776
-4.500000,-1.000000,3115.772755
-4.500000,-0.900000,3115.736877
-4.500000,-0.800000,3115.725655
-4.500000,-0.700000,3115.728697
-4.500000,-0.600000,3115.738851
-4.500000,-0.500000,3115.751452
-4.500000,-0.400000,3115.763661
-4.500000,-0.300000,3115.773914
-4.500000,-0.200000,3115.781467
-4.500000,-0.100000,3115.786040
-4.500000,-0.000000,3115.787566
-4.500000,0.100000,3115.786040
-4.500000,0.200000,3115.781467
-4.500000,0.300000,3115.773915
-4.500000,0.400000,3115.763661
-4.500000,0.500000,3115.751452
-4.500000,0.600000,3115.738852
-4.500000,0.700000,3115.728698
-4.500000,0.800000,3115.725656
-4.500000,0.900000,3115.736878
-4.500000,1.000000,3115.772756
-4.500000,1.100000,3115.847777
-4.500000,1.200000,3115.981475
-4.500000,1.300000,3116.199475
-4.500000,1.400000,3116.534626
-4.500000,1.500000,3117.028209
-4.500000,1.600000,3117.731215
-4.500000,1.700000,3118.705668
-4.500000,1.800000,3120.025964
-4.500000,1.900000,3121.780197
-4.500000,2.000000,3124.071412
-4.500000,2.100000,3127.018734
-4.500000,2.200000,3130.758279
-4.500000,2.300000,3135.443753
-4.500000,2.400000,3141.246624
-4.500000,2.500000,3148.355709
-4.500000,2.600000,3156.976049
-4.500000,2.700000,3167.326879
-4.500000,2.800000,3179.638552
-4.500000,2.900000,3194.148251
-4.500000,3.000000,3211.094410
-4.500000,3.100000,3230.709767
-4.500000,3.200000,3253.213133
-4.500000,3.300000,3278.800034
-4.500000,3.400000,3307.632546
-4.500000,3.500000,3339.828812
-4.500000,3.600000,3375.452860
-4.500000,3.700000,3414.505476
-4.500000,3.800000,3456.916948
-4.500000,3.900000,3502.542468
-4.500000,4.000000,3551.160876
-4.500000,4.100000,3602.477182
-4.500000,4.200000,3656.129036
-4.500000,4.300000,3711.696904
-4.500000,4.400000,3768.717395
-4.500000,4.500000,3826.698837
-4.500000,4.600000,3885.138011
-4.500000,4.700000,3943.536854
-4.500000,4.800000,4001.418017
-4.500000,4.900000,4058.338331
-4.400000,-5.000000,4082.272037
-4.400000,-4.900000,4022.233662
-4.400000,-4.800000,3960.419998
-4.400000,-4.700000,3897.242250
-4.400000,-4.600000,3833.169250
-4.400000,-4.500000,3768.717364
-4.400000,-4.400000,3704.436821
-4.400000,-4.300000,3640.895048
-4.400000,-4.200000,3578.657918
-4.400000,-4.100000,3518.270162
-4.400000,-4.000000,3460.236315
-4.400000,-3.900000,3405.003592
-4.400000,-3.800000,3352.947912
-4.400000,-3.700000,3304.363985
-4.400000,-3.600000,3259.459947
-4.400000,-3.500000,3218.356597
-4.400000,-3.400000,3181.090874
-4.400000,-3.300000,3147.622892
-4.400000,-3.200000,3117.845635
-4.400000,-3.100000,3091.596332
-4.400000,-3.000000,3068.668593
-4.400000,-2.900000,3048.824454
-4.400000,-2.800000,3031.805705
-4.400000,-2.700000,3017.344021
-4.400000,-2.600000,3005.169636
-4.400000,-2.500000,2995.018431
-4.400000,-2.400000,2986.637447
-4.400000,-2.300000,2979.788946
-4.400000,-2.200000,2974.253150
-4.400000,-2.100000,2969.829877
-4.400000,-2.000000,2966.339249
-4.400000,-1.900000,2963.621682
-4.400000,-1.800000,2961.537307
-4.400000,-1.700000,2959.965001
-4.400000,-1.600000,2958.801129
-4.400000,-1.500000,2957.958110
-4.400000,-1.400000,2957.362895
-4.400000,-1.300000,2956.955403
-4.400000,-1.200000,2956.686980
-4.400000,-1.100000,2956.518904
-4.400000,-1.000000,2956.420958
-4.400000,-0.900000,2956.370106
-4.400000,-0.800000,2956.349258
-4.400000,-0.700000,2956.346152
-4.400000,-0.600000,2956.352348
-4.400000,-0.500000,2956.362333
-4.400000,-0.400000,2956.372756
-4.400000,-0.300000,2956.381763
-4.400000,-0.200000,2956.388471
-4.400000,-0.100000,2956.392546
-4.400000,-0.000000,2956.393907
-4.400000,0.100000,2956.392546
-4.400000,0.200000,2956.388471
-4.400000,0.300000,2956.381763
-4.400000,0.400000,2956.372756
-4.400000,0.500000,2956.362334
-4.400000,0.600000,2956.352348
-4.400000,0.700000,2956.346152
-4.400000,0.800000,2956.349258
-4.400000,0.900000,2956.370106
-4.400000,1.000000,2956.420959
-4.400000,1.100000,2956.518905
-4.400000,1.200000,2956.686982
-4.400000,1.300000,2956.955404
-4.400000,1.400000,2957.362896
-4.400000,1.500000,2957.958112
-4.400000,1.600000,2958.801130
-4.400000,1.700000,2959.965003
-4.400000,1.800000,2961.537309
-4.400000,1.900000,2963.621684
-4.400000,2.000000,2966.339252
-4.400000,2.100000,2969.829879
-4.400000,2.200000,2974.253153
-4.400000,2.300000,2979.788949
-4.400000,2.400000,2986.637450
-4.400000,2.500000,2995.018434
-4.400000,2.600000,3005.169640
-4.400000,2.700000,3017.344025
-4.400000,2.800000,3031.805709
-4.400000,2.900000,3048.824460
-4.400000,3.000000,3068.668599
-4.400000,3.100000,3091.596339
-4.400000,3.200000,3117.845642
-4.400000,3.300000,3147.622900
-4.400000,3.400000,3181.090882
-4.400000,3.500000,3218.356607
-4.400000,3.600000,3259.459958
-4.400000,3.700000,3304.363997
-4.400000,3.800000,3352.947925
-4.400000,3.900000,3405.003607
-4.400000,4.000000,3460.236333
-4.400000,4.100000,3518.270182
-4.400000,4.200000,3578.657941
-4.400000,4.300000,3640.895073
-4.400000,4.400000,3704.436850
-4.400000,4.500000,3768.717396
-4.400000,4.600000,3833.169288
-4.400000,4.700000,3897.242293
-4.400000,4.800000,3960.420046
-4.400000,4.900000,4022.233716
-4.300000,-5.000000,4051.946243
-4.300000,-4.900000,3987.445488
-4.300000,-4.800000,3920.718720
-4.300000,-4.700000,3852.182832
-4.300000,-4.600000,3782.325623
-4.300000,-4.500000,3711.696875
-4.300000,-4.400000,3640.895047
-4.300000,-4.300000,3570.549987
-4.300000,-4.200000,3501.302518
-4.300000,-4.100000,3433.782155
-4.300000,-4.000000,3368.584523
-4.300000,-3.900000,3306.250123
-4.300000,-3.800000,3247.246055
-4.300000,-3.700000,3191.951983
-4.300000,-3.600000,3140.651196
-4.300000,-3.500000,3093.527092
-4.300000,-3.400000,3050.664899
-4.300000,-3.300000,3012.057983
-4.300000,-3.200000,2977.617786
-4.300000,-3.100000,2947.186250
-4.300000,-3.000000,2920.549601
-4.300000,-2.900000,2897.452425
-4.300000,-2.800000,2877.611184
-4.300000,-2.700000,2860.726528
-4.300000,-2.600000,2846.493991
-4.300000,-2.500000,2834.612860
-4.300000,-2.400000,2824.793193
-4.300000,-2.300000,2816.761066
-4.300000,-2.200000,2810.262214
-4.300000,-2.100000,2805.064299
-4.300000,-2.000000,2800.958029
-4.300000,-1.900000,2797.757357
-4.300000,-1.800000,2795.298980
-4.300000,-1.700000,2793.441312
-4.300000,-1.600000,2792.063103
-4.300000,-1.500000,2791.061817
-4.300000,-1.400000,2790.351887
-4.300000,-1.300000,2789.862912
-4.300000,-1.200000,2789.537861
-4.300000,-1.100000,2789.331335
-4.300000,-1.000000,2789.207902
-4.300000,-0.900000,2789.140543
-4.300000,-0.800000,2789.109212
-4.300000,-0.700000,2789.099522
-4.300000,-0.600000,2789.101565
-4.300000,-0.500000,2789.108872
-4.300000,-0.400000,2789.117503
-4.300000,-0.300000,2789.125279
-4.300000,-0.200000,2789.131159
-4.300000,-0.100000,2789.134748
-4.300000,-0.000000,2789.135947
-4.300000,0.100000,2789.134748
-4.300000,0.200000,2789.131159
-4.300000,0.300000,2789.125279
-4.300000,0.400000,2789.117503
-4.300000,0.500000,2789.108873
-4.300000,0.600000,2789.101566
-4.300000,0.700000,2789.099522
-4.300000,0.800000,2789.109213
-4.300000,0.900000,2789.140544
-4.300000,1.000000,2789.207903
-4.300000,1.100000,2789.331336
-4.300000,1.200000,2789.537862
-4.300000,1.300000,2789.862913
-4.300000,1.400000,2790.351889
-4.300000,1.500000,2791.061818
-4.300000,1.600000,2792.063104
-4.300000,1.700000,2793.441314
-4.300000,1.800000,2795.298982
-4.300000,1.900000,2797.757359
-4.300000,2.000000,2800.958031
-4.300000,2.100000,2805.064301
-4.300000,2.200000,2810.262216
-4.300000,2.300000,2816.761069
-4.300000,2.400000,2824.793196
-4.300000,2.500000,2834.612863
-4.300000,2.600000,2846.493994
-4.300000,2.700000,2860.726532
-4.300000,2.800000,2877.611188
-4.300000,2.900000,2897.452429
-4.300000,3.000000,2920.549606
-4.300000,3.100000,2947.186256
-4.300000,3.200000,2977.617793
-4.300000,3.300000,3012.057991
-4.300000,3.400000,3050.664906
-4.300000,3.500000,3093.527101
-4.300000,3.600000,3140.651206
-4.300000,3.700000,3191.951994
-4.300000,3.800000,3247.246067
-4.300000,3.900000,3306.250137
-4.300000,4.000000,3368.584540
-4.300000,4.100000,3433.782174
-4.300000,4.200000,3501.302539
-4.300000,4.300000,3570.550011
-4.300000,4.400000,3640.895075
-4.300000,4.500000,3711.696906
-4.300000,4.600000,3782.325659
-4.300000,4.700000,3852.182872
